pixel_id,lat,lon,land_cover_types,koppen_climate_5_types,valid_number,site_number,site_ids,source_number,source_ids
51_COSMOS-UK,52.6101608276367,-0.8264200091362,12.0,300.0,1850,1,['COSMOS-UK_Loddington'],1,['ismn']
52_COSMOS-UK,52.1994094848633,-1.56307995319366,12.0,300.0,1276,1,['COSMOS-UK_MoretonMorrell'],1,['ismn']
53_COSMOS-UK,53.2616500854492,-0.525910019874573,12.0,300.0,2024,1,['COSMOS-UK_Riseholme'],1,['ismn']
54_COSMOS-UK,51.5303192138672,-1.48187005519867,12.0,300.0,890,1,['COSMOS-UK_Sheepdrove'],1,['ismn']
55_COSMOS-UK,53.8688583374023,-1.31886005401611,12.0,300.0,1900,1,['COSMOS-UK_SpenFarm'],1,['ismn']
56_COSMOS-UK,50.828369140625,-2.52788996696472,10.0,300.0,925,1,['COSMOS-UK_Sydling'],1,['ismn']
57_COSMOS-UK,51.8394813537598,-0.948419988155365,9.0,300.0,912,1,['COSMOS-UK_Waddesdon'],1,['ismn']
58_COSMOS-UK,52.1321907043457,-0.0444100014865398,12.0,300.0,1028,1,['COSMOS-UK_Wimpole'],1,['ismn']
59_COSMOS-UK,51.734001159668,0.417899996042252,12.0,300.0,1780,1,['COSMOS-UK_Writtle'],1,['ismn']
60_COSMOS,41.862125396728544,-111.50301361084,10.0,400.0,1393,2,"['COSMOS_DanielForest', 'SNOTEL_UsuDocDaniel']",1,"['ismn', 'ismn']"
61_CR-Fsc,10.4189,-85.4732,12.0,100.0,1079,1,['CR-Fsc'],1,['fluxnet']
62_CTP,31.917999267578097,91.71049880981444,10.0,500.0,301,2,"['CTP_SMTMN_L01', 'CTP_SMTMN_L02']",1,"['ismn', 'ismn']"
63_CTP,31.82450008392335,91.72800064086914,10.0,500.0,289,2,"['CTP_SMTMN_L03', 'CTP_SMTMN_L04-M02']",1,"['ismn', 'ismn']"
64_CTP,31.728499889373776,91.80174827575682,10.0,500.0,303,4,"['CTP_SMTMN_L05-M06', 'CTP_SMTMN_L06-M10', 'CTP_SMTMN_S02', 'CTP_SMTMN_S03']",1,"['ismn', 'ismn', 'ismn', 'ismn']"
65_CTP,31.688428606305788,91.79871586390904,10.0,500.0,315,7,"['CTP_SMTMN_L07-M13', 'CTP_SMTMN_L08-M14', 'CTP_SMTMN_M12-S08', 'CTP_SMTMN_S04', 'CTP_SMTMN_S05', 'CTP_SMTMN_S06', 'CTP_SMTMN_S07']",1,"['ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn']"
66_CTP,31.66100025177,91.76300048828124,10.0,500.0,308,2,"['CTP_SMTMN_L09-M16', 'CTP_SMTMN_M11-S09']",1,"['ismn', 'ismn']"
67_CTP,31.6140003204346,91.7399978637695,10.0,500.0,293,1,['CTP_SMTMN_L10-M17'],1,['ismn']
68_CTP,31.60633341471357,91.8030014038086,10.0,500.0,314,3,"['CTP_SMTMN_L11-M21', 'CTP_SMTMN_M18', 'CTP_SMTMN_M19']",1,"['ismn', 'ismn', 'ismn']"
69_CTP,31.592999458313,91.91400146484376,10.0,500.0,220,2,"['CTP_SMTMN_L12-M22', 'CTP_SMTMN_M20']",1,"['ismn', 'ismn']"
70_CTP,31.5459995269775,91.9850006103516,10.0,500.0,300,1,['CTP_SMTMN_L13'],1,['ismn']
71_CTP,31.4949998855591,92.03350067138668,10.0,500.0,325,2,"['CTP_SMTMN_L14', 'CTP_SMTMN_L15']",1,"['ismn', 'ismn']"
72_CTP,31.4099998474121,91.9710006713867,10.0,500.0,330,1,['CTP_SMTMN_L16'],1,['ismn']
73_CTP,31.35249996185305,92.0084991455078,10.0,500.0,319,2,"['CTP_SMTMN_L17', 'CTP_SMTMN_L18']",1,"['ismn', 'ismn']"
74_CTP,31.27304553985595,92.10965728759766,10.0,500.0,448,2,"['CTP_SMTMN_L19', 'NAQU_NQKema']",1,"['ismn', 'ismn']"
75_CTP,31.2320003509521,92.1640014648438,10.0,500.0,176,1,['CTP_SMTMN_L20'],1,['ismn']
76_CTP,31.1720008850098,92.1969985961914,10.0,500.0,217,1,['CTP_SMTMN_L21'],1,['ismn']
77_CTP,31.11750030517575,92.2794990539551,10.0,500.0,288,2,"['CTP_SMTMN_L22', 'CTP_SMTMN_L23']",1,"['ismn', 'ismn']"
78_CTP,31.67350006103515,92.3735008239746,10.0,500.0,290,2,"['CTP_SMTMN_L26', 'CTP_SMTMN_L27']",1,"['ismn', 'ismn']"
79_CTP,31.5869998931885,92.2409973144531,10.0,500.0,287,1,['CTP_SMTMN_L29'],1,['ismn']
80_CTP,31.5410003662109,92.2060012817383,10.0,500.0,78,1,['CTP_SMTMN_L30'],1,['ismn']
81_CTP,31.496000289917,92.1330032348633,10.0,500.0,267,1,['CTP_SMTMN_L31'],1,['ismn']
82_CTP,31.368126724243165,91.89923026529948,10.0,500.0,872,3,"['CTP_SMTMN_L32', 'NAQU_NQBJ', 'Naqu_Naqu']",2,"['ismn', 'ismn', 'collected']"
83_CTP,31.322451636178165,91.8267460850307,10.0,500.0,599,7,"['CTP_SMTMN_L33', 'NAQU_NQ01', 'NAQU_NQ02', 'NAQU_NQWest', 'Naqu_NQ01', 'Naqu_NQ02', 'Naqu_West']",2,"['ismn', 'ismn', 'ismn', 'ismn', 'collected', 'collected', 'collected']"
84_CTP,31.25434307861327,91.79297209821428,10.0,500.0,853,7,"['CTP_SMTMN_L34', 'NAQU_NQ03', 'NAQU_NQ04', 'NAQU_NQMS', 'Naqu_MS', 'Naqu_NQ03', 'Naqu_NQ04']",2,"['ismn', 'ismn', 'ismn', 'ismn', 'collected', 'collected', 'collected']"
85_CTP,31.1749992370605,91.7600021362305,10.0,500.0,305,1,['CTP_SMTMN_L35'],1,['ismn']
86_CTP,31.10900020599365,91.7070007324219,10.0,500.0,293,2,"['CTP_SMTMN_L36', 'CTP_SMTMN_L37']",1,"['ismn', 'ismn']"
87_CTP,31.0330009460449,91.6790008544922,10.0,500.0,293,1,['CTP_SMTMN_L38'],1,['ismn']
88_CTP,31.7523333231608,91.7403335571289,10.0,500.0,308,3,"['CTP_SMTMN_M01', 'CTP_SMTMN_M05', 'CTP_SMTMN_M07-S01']",1,"['ismn', 'ismn', 'ismn']"
89_CTP,31.8120002746582,91.8209991455078,10.0,500.0,286,2,"['CTP_SMTMN_M03', 'CTP_SMTMN_M04']",1,"['ismn', 'ismn']"
90_CTP,31.7360000610352,91.870002746582,10.0,500.0,210,1,['CTP_SMTMN_M08'],1,['ismn']
91_CTP,31.6709995269775,91.9039993286133,10.0,500.0,301,1,['CTP_SMTMN_M15'],1,['ismn']
93_CW3E,39.3405303955078,-123.16349029541,1.0,300.0,2165,1,['CW3E_BoyesCreekCanyon'],1,['ismn']
94_CW3E,39.2358589172363,-121.406211853027,9.0,300.0,1055,1,['CW3E_BrownsValleySchool'],1,['ismn']
96_CW3E,39.1975708007812,-123.159851074219,8.0,300.0,2294,1,['CW3E_Deerwood'],1,['ismn']
97_CW3E,39.5634002685547,-120.824203491211,1.0,300.0,171,1,['CW3E_Downieville'],1,['ismn']
98_CW3E,34.1585006713867,-117.513801574707,10.0,300.0,270,1,['CW3E_EtiwandaDownstream'],1,['ismn']
99_CW3E,39.9459686279297,-120.969718933105,1.0,400.0,908,1,['CW3E_FeatherRiverCollege'],1,['ismn']
100_CW3E,40.0678215026855,-120.693748474121,1.0,400.0,161,1,['CW3E_HeartKRanch'],1,['ismn']
101_CW3E,39.2676200866699,-123.14720916748,8.0,300.0,1581,1,['CW3E_HellsDelightCanyon'],1,['ismn']
106_CW3E,39.1796684265137,-123.080093383789,8.0,300.0,2236,1,['CW3E_NorthCowMountain'],1,['ismn']
107_CW3E,39.8175010681152,-120.49690246582,9.0,400.0,401,1,['CW3E_Portola'],1,['ismn']
108_CW3E,39.341159820556655,-123.1079711914065,1.0,300.0,2291,2,"['CW3E_PotterValleyCentral', 'CW3E_PotterValleyNorth']",1,"['ismn', 'ismn']"
109_CW3E,39.2851715087891,-123.304748535156,8.0,300.0,255,1,['CW3E_RedwoodValleyPineview'],1,['ismn']
110_CW3E,36.4861297607422,-121.793876647949,10.0,300.0,362,1,['CW3E_SantaLuciaConservatory'],1,['ismn']
111_CW3E,39.4709510803223,-121.091751098633,1.0,300.0,1485,1,['CW3E_SkylineHarvest'],1,['ismn']
113_CW3E,39.2342910766602,-123.004981994629,1.0,300.0,2336,1,['CW3E_WindyGap'],1,['ismn']
114_CW3E,34.0074005126953,-117.091598510742,10.0,300.0,629,1,['CW3E_YucaipaValley'],1,['ismn']
115_CZ-BK1,49.50208,18.53688,5.0,400.0,2401,1,['CZ-BK1'],1,['fluxnet']
116_CZ-Lnz,48.6815483,16.9463317,12.0,400.0,2414,1,['CZ-Lnz'],1,['fluxnet']
118_DE-Geb,51.09973,10.91463,12.0,300.0,1473,1,['DE-Geb'],1,['fluxnet']
119_DE-Har,47.933,7.5981,12.0,300.0,1465,1,['DE-Har'],1,['fluxnet']
120_DE-HoH,52.08656,11.22235,12.0,300.0,3231,1,['DE-HoH'],1,['fluxnet']
121_DE-RuW,50.50492685,6.330962475,5.0,300.0,2688,1,['DE-RuW'],1,['fluxnet']
122_DE-Tha,50.96256,13.56515,12.0,400.0,1790,1,['DE-Tha'],1,['fluxnet']
140_ES-LMa,39.94033,-5.77465,9.0,300.0,1549,1,['ES-LMa'],1,['fluxnet']
142_FI-Var,67.7549,29.61,9.0,400.0,779,1,['FI-Var'],1,['fluxnet']
143_FLUXNET-AMERIFLUX,38.10245728149413,-121.51121584472634,12.0,300.0,2220,3,"['FLUXNET-AMERIFLUX_BouldinIslandAlfalfa', 'FLUXNET-AMERIFLUX_BouldinIslandcorn', 'US-Bi1']",2,"['ismn', 'ismn', 'fluxnet']"
144_FLUXNET-AMERIFLUX,38.04010045776365,-121.7271749816895,12.0,300.0,686,2,"['FLUXNET-AMERIFLUX_ShermanBarn', 'US-Snf']",2,"['ismn', 'fluxnet']"
145_FLUXNET-AMERIFLUX,38.42946923895942,-120.9647132663302,10.0,300.0,2353,18,"['FLUXNET-AMERIFLUX_TonziRanch', 'FLUXNET-AMERIFLUX_VairaRanch', 'SOILSCAPE_node401', 'SOILSCAPE_node403', 'SOILSCAPE_node404', 'SOILSCAPE_node405', 'SOILSCAPE_node406', 'SOILSCAPE_node408', 'SOILSCAPE_node410', 'SOILSCAPE_node412', 'SOILSCAPE_node414', 'SOILSCAPE_node415', 'SOILSCAPE_node416', 'SOILSCAPE_node417', 'SOILSCAPE_node418', 'SOILSCAPE_node419', 'SOILSCAPE_node420', 'US-Var']",2,"['ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'fluxnet']"
146_FMI,68.3302230834961,27.5506896972656,9.0,400.0,1226,2,"['FMI_SAA111', 'FMI_SAA112']",1,"['ismn', 'ismn']"
147_FMI,68.3388137817383,27.5354309082031,9.0,400.0,615,1,['FMI_SAA120'],1,['ismn']
148_FMI,67.3694051106771,26.630790074666333,8.0,400.0,1546,3,"['FMI_SOD011', 'FMI_SOD081', 'FMI_SODAWS']",1,"['ismn', 'ismn', 'ismn']"
150_FMI,67.1528778076172,26.7291393280029,8.0,400.0,1350,1,['FMI_SOD140'],1,['ismn']
151_FR-Aur,43.549649,1.106103,12.0,300.0,2995,1,['FR-Aur'],1,['fluxnet']
152_FR-FBn,43.24079,5.67865,8.0,300.0,569,1,['FR-FBn'],1,['fluxnet']
153_FR-Fon,48.47636,2.7801,12.0,300.0,1544,1,['FR-Fon'],1,['fluxnet']
154_FR-Hes,48.6741,7.06465,5.0,300.0,2731,1,['FR-Hes'],1,['fluxnet']
155_FR-Lqu,45.6444,2.7349,9.0,300.0,527,1,['FR-Lqu'],1,['fluxnet']
156_FR-Lus,46.4142461,0.1206518,12.0,300.0,558,1,['FR-Lus'],1,['fluxnet']
157_FR-Mej,48.1184,-1.79635,12.0,300.0,1159,1,['FR-Mej'],1,['fluxnet']
158_FR,44.4669990539551,-0.726899981498718,8.0,300.0,2349,1,['FR_Aqui_fraye'],1,['ismn']
159_FR,44.4816303253174,-0.762749999761581,8.0,300.0,3142,2,"['FR_Aqui_grandcal', 'FR_Aqui_hillan2']",1,"['ismn', 'ismn']"
160_FR,44.7899017333984,-0.576499998569489,8.0,300.0,2736,1,['FR_Aqui_parcmeteo'],1,['ismn']
161_HOAL,48.15433006286621,15.148502635955795,12.0,400.0,1982,20,"['HOAL_Hoal-01', 'HOAL_Hoal-02', 'HOAL_Hoal-04', 'HOAL_Hoal-06', 'HOAL_Hoal-07', 'HOAL_Hoal-08', 'HOAL_Hoal-09', 'HOAL_Hoal-10', 'HOAL_Hoal-11', 'HOAL_Hoal-12', 'HOAL_Hoal-13', 'HOAL_Hoal-14', 'HOAL_Hoal-15', 'HOAL_Hoal-16', 'HOAL_Hoal-17', 'HOAL_Hoal-21', 'HOAL_Hoal-22', 'HOAL_Hoal-25', 'HOAL_Hoal-29', 'HOAL_Hoal-36']",1,"['ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn', 'ismn']"
162_HOAL,48.1580390930176,15.147310256958,12.0,400.0,892,1,['HOAL_Hoal-05'],1,['ismn']
163_HOBE,55.980233510335296,9.184733390808104,12.0,300.0,1309,3,"['HOBE_1.01', 'HOBE_2.01', 'HOBE_2.03']",1,"['ismn', 'ismn', 'ismn']"
164_HOBE,56.037001037597655,9.1835599899292,12.0,300.0,1313,5,"['HOBE_1.02', 'HOBE_1.03', 'HOBE_1.05', 'HOBE_1.06', 'HOBE_1.10']",1,"['ismn', 'ismn', 'ismn', 'ismn', 'ismn']"
165_HOBE,56.073299407959,9.33370018005371,12.0,300.0,731,1,['HOBE_1.04'],1,['ismn']
166_HOBE,56.04173278808594,9.131866772969564,12.0,300.0,1288,3,"['HOBE_1.07', 'HOBE_1.08', 'HOBE_1.09']",1,"['ismn', 'ismn', 'ismn']"
167_HOBE,55.96923904418946,9.096560096740722,9.0,300.0,1313,5,"['HOBE_2.04', 'HOBE_2.05', 'HOBE_2.06b', 'HOBE_2.09', 'HOBE_2.10']",1,"['ismn', 'ismn', 'ismn', 'ismn', 'ismn']"
174_IT-Ren,46.58686,11.43369,1.0,400.0,651,1,['IT-Ren'],1,['fluxnet']
177_JP-Fhk,35.44355577,138.7646931,5.0,300.0,2963,1,['JP-Fhk'],1,['fluxnet']
178_JP-Nkm,35.808064,137.833883,5.0,400.0,1378,1,['JP-Nkm'],1,['fluxnet']
179_JP-Ta2,36.139722,137.370833,5.0,400.0,2125,1,['JP-Ta2'],1,['fluxnet']
181_JP-Tmd,42.735911,141.523147,4.0,400.0,2271,1,['JP-Tmd'],1,['fluxnet']
183_MAQU,33.85849923706055,102.57079849243148,10.0,400.0,166,2,"['MAQU_NST-10', 'Maqu_NST10']",2,"['ismn', 'collected']"
185_MAQU,34.02330078125,101.9386481018065,10.0,400.0,92,2,"['MAQU_NST-13', 'Maqu_NST13']",2,"['ismn', 'collected']"
186_MAQU,33.89067626953127,102.15832328287767,10.0,400.0,939,3,"['MAQU_NST-21', 'Maqu_NST01', 'Maqu_NST21']",2,"['ismn', 'collected', 'collected']"
187_MAQU,33.9088342590332,102.1361800842285,10.0,400.0,102,2,"['MAQU_NST-22', 'Maqu_NST22']",2,"['ismn', 'collected']"
189_MN-Hst,47.594131,105.856439,10.0,200.0,886,1,['MN-Hst'],1,['fluxnet']
190_MN-Nkh,47.693592,107.489342,10.0,400.0,997,1,['MN-Nkh'],1,['fluxnet']
191_Manaus,-2.609,-60.209,2.0,100.0,295,1,['Manaus'],1,['collected']
192_Maqu,33.903,101.973,10.0,400.0,175,1,['Maqu_CST03'],1,['collected']
193_Maqu,33.768,101.733,10.0,400.0,349,1,['Maqu_CST04'],1,['collected']
196_Maqu,34.006,102.283,10.0,400.0,667,1,['Maqu_NST06'],1,['collected']
198_Maqu,33.97,102.61,10.0,400.0,868,1,['Maqu_NST08'],1,['collected']
200_Maqu,33.999,102.137,10.0,400.0,626,1,['Maqu_NST24'],1,['collected']
201_Maqu,34.015,101.997,10.0,400.0,596,1,['Maqu_NST25'],1,['collected']
202_Maqu,33.656,101.842,10.0,400.0,241,1,['Maqu_NST32'],1,['collected']
203_MonteBuey,-32.97,-62.45,12.0,300.0,750,1,['MonteBuey'],1,['collected']
204_MySMNet,1.947199988365172,103.3793991088866,8.0,100.0,271,5,"['MySMNet_MARDI-L1', 'MySMNet_MARDI-L2', 'MySMNet_MARDI-L4', 'MySMNet_MPOB2012', 'MySMNet_MPOB401']",1,"['ismn', 'ismn', 'ismn', 'ismn', 'ismn']"
205_MySMNet,1.92050004005432,103.4464988708495,8.0,100.0,271,2,"['MySMNet_MPOB-BL1', 'MySMNet_MPOB-BL2']",1,"['ismn', 'ismn']"
206_NAQU,31.3788901824951,91.8687384338379,10.0,500.0,545,2,"['NAQU_NQNorth', 'Naqu_North']",2,"['ismn', 'collected']"
207_NGARI,32.4999866027832,80.03964934814452,16.0,200.0,957,3,"['NGARI_SQ02', 'Shiquanhe_SQ01', 'Shiquanhe_SQ02']",2,"['ismn', 'collected', 'collected']"
208_NGARI,32.5071202693685,79.9637104239909,16.0,200.0,944,3,"['NGARI_SQ03', 'NGARI_SQ06', 'Shiquanhe_SQ03']",2,"['ismn', 'ismn', 'collected']"
209_NGARI,32.55739513671875,79.8390410571289,16.0,200.0,902,2,"['NGARI_SQ08', 'Shiquanhe_SQ08']",2,"['ismn', 'collected']"
210_NGARI,32.43150235229493,80.04862406738283,16.0,200.0,714,4,"['NGARI_SQ10', 'NGARI_SQ16', 'Shiquanhe_SQ10', 'Shiquanhe_SQ16']",2,"['ismn', 'ismn', 'collected', 'collected']"
211_NGARI,32.4518247808838,79.980936796875,16.0,200.0,176,2,"['NGARI_SQ11', 'Shiquanhe_SQ11']",2,"['ismn', 'collected']"
212_NGARI,32.46461419433595,80.16807183837889,16.0,200.0,950,2,"['NGARI_SQ14', 'Shiquanhe_SQ14']",2,"['ismn', 'collected']"
213_NGARI,32.608609122924804,80.06278114379884,16.0,200.0,598,2,"['NGARI_SQ17', 'Shiquanhe_SQ17']",2,"['ismn', 'collected']"
214_NGARI,32.63333064941405,80.03971931396485,16.0,200.0,405,2,"['NGARI_SQ18', 'Shiquanhe_SQ18']",2,"['ismn', 'collected']"
215_NGARI,32.654724560546875,79.95999954223633,16.0,200.0,572,4,"['NGARI_SQ19', 'NGARI_SQ20', 'Shiquanhe_SQ19', 'Shiquanhe_SQ20']",2,"['ismn', 'ismn', 'collected', 'collected']"
216_NGARI,32.7472195428467,79.7969418322754,16.0,200.0,571,2,"['NGARI_SQ21', 'Shiquanhe_SQ21']",2,"['ismn', 'collected']"
217_OZNET,-35.3239517211914,147.534805297852,12.0,300.0,1179,1,['OZNET_Alabama'],1,['ismn']
218_OZNET,-34.6547813415527,146.110275268555,10.0,200.0,771,1,['OZNET_Banandra'],1,['ismn']
219_OZNET,-35.109748840332,145.935531616211,10.0,200.0,1847,1,['OZNET_Bundure'],1,['ismn']
220_OZNET,-35.0053482055664,146.309875488281,10.0,200.0,1261,1,['OZNET_Cheverelis'],1,['ismn']
221_OZNET,-35.389778137207,147.45719909668,12.0,300.0,1401,1,['OZNET_Cox'],1,['ismn']
222_OZNET,-34.7283515930176,146.293167114258,10.0,200.0,1875,1,['OZNET_Dry-Lake'],1,['ismn']
223_OZNET,-34.7194290161133,146.020034790039,10.0,200.0,1692,1,['OZNET_Eulo'],1,['ismn']
224_OZNET,-35.2275009155273,147.485000610352,12.0,200.0,1646,1,['OZNET_Samarra'],1,['ismn']
225_OZNET,-35.2720184326172,147.429016113281,12.0,200.0,1248,1,['OZNET_Silver-Springs'],1,['ismn']
226_OZNET,-35.0695991516113,146.168930053711,10.0,200.0,1797,1,['OZNET_Spring-Bank'],1,['ismn']
227_OZNET,-34.6288795471191,145.84895324707,10.0,200.0,2052,1,['OZNET_Uri-Park'],1,['ismn']
228_OZNET,-35.0902481079102,146.30647277832,10.0,200.0,1882,1,['OZNET_Widgiewa'],1,['ismn']
229_OZNET,-35.3939208984375,147.566177368164,12.0,300.0,1973,1,['OZNET_Wollumbi'],1,['ismn']
230_OZNET,-34.8518295288086,146.115295410156,10.0,200.0,1986,1,['OZNET_Yamma-Road'],1,['ismn']
231_OZNET,-34.9677696228027,146.016326904297,12.0,200.0,1810,1,['OZNET_Yammacoona'],1,['ismn']
232_Pali,28.067985,89.279435,10.0,500.0,1214,2,"['Pali_PL01', 'Pali_PL02']",1,"['collected', 'collected']"
233_Pali,28.003695,89.27412500000001,10.0,500.0,1128,4,"['Pali_PL03', 'Pali_PL04', 'Pali_PL06', 'Pali_PL07']",1,"['collected', 'collected', 'collected', 'collected']"
234_Pali,28.0136,89.24319,10.0,500.0,1177,1,['Pali_PL05'],1,['collected']
235_Pali,27.9411175,89.21209999999999,10.0,500.0,1185,4,"['Pali_PL08', 'Pali_PL09', 'Pali_PL10', 'Pali_PL11']",1,"['collected', 'collected', 'collected', 'collected']"
236_Pali,27.940035,89.12189,10.0,500.0,637,2,"['Pali_PL12', 'Pali_PL24']",1,"['collected', 'collected']"
237_Pali,27.881605,89.18077,10.0,500.0,1211,2,"['Pali_PL13', 'Pali_PL14']",1,"['collected', 'collected']"
238_Pali,27.83313,89.15543,10.0,500.0,1113,1,['Pali_PL15'],1,['collected']
239_Pali,27.7624325,89.14641999999999,10.0,500.0,1197,4,"['Pali_PL16', 'Pali_PL17', 'Pali_PL18', 'Pali_PL19']",1,"['collected', 'collected', 'collected', 'collected']"
